NOME_DO_CURSO,MODALIDADE,TURNO,CIDADE,LOCAL,PRECO,PRECO_COM_DESCONTO
Banco de Dados,TOTAL EAD,VIRTUAL,SAPIRANGA,CENTRO,418.67,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SAPUCAIA DO SUL,CENTRO,464.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SARANDI,CENTRO,380.67,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SEGREDO,CENTRO,394.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SOLEDADE,CENTRO,381.33,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SAO BORJA,CENTRO,380.67,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SAO GABRIEL,CENTRO,380.67,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SÃO LEOPOLDO,CENTRO,458.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SAO LOURENCO DO SUL,CENTRO,411.5,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SAO MIGUEL DAS MISSOES,CENTRO,423.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,TABAI,CENTRO,382.33,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,TERRA DE AREIA,CENTRO,423.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,TORRES,CENTRO,447.5,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,TRAMANDAI,CENTRO,441.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,VENANCIO AIRES,CENTRO,423.05,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,VERA CRUZ,CENTRO,423.05,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,VIAMAO,CENTRO,464.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,XANGRI-LÁ,CENTRO,464.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,ERECHIM,CENTRO,371.67,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,GRAVATAÍ,CENTRO,464.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,MONTENEGRO,CENTRO,459.5,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,XANGRI-LÁ,CENTRO ,464.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,PELOTAS,CENTRO,426.5,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,ARAMBARE,CIBISLANDIA,394.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,PORTO ALEGRE,CRISTAL,452.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,RESTINGA SECA,CENTRO,381.33,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,PORTO ALEGRE,FLORESTA (SÃO GERALDO),452.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,PELOTAS,FRAGATA,426.5,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,CANOAS,CANOAS (FATIMA),464.17,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SANTIAGO,GASPAR DUTRA,380.67,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SERAFINA CORREA,GRAMADINHO,394.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,CANOAS,GUAJUVIRAS,464.17,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,NOVO HAMBURGO,HAMBURGO VELHO,459.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SANTANA DO LIVRAMENTO,HIDRAULICA,394.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,PORTO ALEGRE,CENTRO HISTÓRICO (INDEPENDÊNCIA),452.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,PORTO ALEGRE,IPIRANGA (JARDIM BOTÂNICO),452.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,ANTONIO PRADO,LINHA AMARILIO,394.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,PORTO ALEGRE,LOMBA DO PINHEIRO,452.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SOBRADINHO,MAIERON,394.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,TAQUARA,CENTRO (MORRO DO LEÔNCIO),458.17,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SANTO ANTÔNIO DA PATRULHA,OSOLOPES,464.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,PALMEIRA DAS MISSOES,OURO VERDE,380.67,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,VERANOPOLIS,PALUGANA,423.05,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,PORTO ALEGRE,PETROPOLIS,452.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,CAXIAS DO SUL,PIO X,405.67,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,CANDELARIA,POR DO SOL,380.67,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,CACHOEIRINHA,VILA PRINCESA IZABEL,464.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,TAPERA,PROGRESSO,381.33,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,PALMARES DO SUL,QUINTAO,394.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,NOVO HAMBURGO,RIO BRANCO,459.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,CACHOEIRA DO SUL,SANTA HELENA,391.33,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,CAPAO DA CANOA,SANTA LUZIA,464.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SANTA MARIA,CENTRO (BONFIM),443.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,VACARIA,SANTA TEREZINHA,380.67,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,URUGUAIANA,SANTANA,413.17,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,TAQUARI,SANTO ANTÔNIO,381.17,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,PORTO ALEGRE,SARANDI,452.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,SÃO LEOPOLDO,SCHARLAU,458.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,TRINDADE DO SUL,SEDE,394.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,VIAMAO,SANTA ISABEL,464.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,ALEGRETE,VERA CRUZ,423.0,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,PASSO FUNDO,VILA RODRIGUES,432.83,139.0
Banco de Dados,TOTAL EAD,VIRTUAL,PORTO ALEGRE,ABERTA DOS MORROS,452.0,139.0
Banco de Dados,AO VIVO,NOITE,PORTO ALEGRE,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,TEUTONIA,CANABARRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,BAGÉ,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,BENTO GONÇALVES,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,CARAZINHO,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,CAXIAS DO SUL,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,CACAPAVA DO SUL,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,CRUZ ALTA,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,FARROUPILHA,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,IJUI,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,PASSO FUNDO,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,PELOTAS,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,QUARAI,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,RIO GRANDE,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANANDUVA,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANTA CRUZ DO SUL,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANTA ROSA,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANTO ANGELO,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SAO LUIZ GONZAGA,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SOLEDADE,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SAO GABRIEL,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SAO LOURENCO DO SUL,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,TABAI,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,XANGRI-LÁ,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,XANGRI-LÁ,CENTRO ,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,PELOTAS,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANTIAGO,GASPAR DUTRA,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,PALMEIRA DAS MISSOES,OURO VERDE,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,CAXIAS DO SUL,PIO X,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANTA MARIA,CENTRO (BONFIM),1041.67,299.0
Banco de Dados,AO VIVO,NOITE,URUGUAIANA,SANTANA,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,TAQUARI,SANTO ANTÔNIO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,PORTO ALEGRE,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,TEUTONIA,CANABARRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,BAGÉ,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,BENTO GONÇALVES,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,CARAZINHO,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,CAXIAS DO SUL,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,CACAPAVA DO SUL,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,CRUZ ALTA,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,FARROUPILHA,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,IJUI,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,PASSO FUNDO,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,PELOTAS,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,QUARAI,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,RIO GRANDE,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANANDUVA,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANTA CRUZ DO SUL,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANTA ROSA,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANTO ANGELO,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SAO LUIZ GONZAGA,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SOLEDADE,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SAO GABRIEL,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SAO LOURENCO DO SUL,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,TABAI,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,XANGRI-LÁ,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,XANGRI-LÁ,CENTRO ,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,PELOTAS,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANTIAGO,GASPAR DUTRA,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,PALMEIRA DAS MISSOES,OURO VERDE,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,CAXIAS DO SUL,PIO X,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANTA MARIA,CENTRO (BONFIM),1041.67,299.0
Banco de Dados,AO VIVO,NOITE,URUGUAIANA,SANTANA,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,TAQUARI,SANTO ANTÔNIO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,PORTO ALEGRE,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,TEUTONIA,CANABARRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,BAGÉ,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,BENTO GONÇALVES,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,CARAZINHO,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,CAXIAS DO SUL,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,CACAPAVA DO SUL,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,CRUZ ALTA,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,FARROUPILHA,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,IJUI,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,PASSO FUNDO,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,PELOTAS,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,QUARAI,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,RIO GRANDE,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANANDUVA,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANTA CRUZ DO SUL,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANTA ROSA,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANTO ANGELO,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SAO LUIZ GONZAGA,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SOLEDADE,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SAO GABRIEL,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SAO LOURENCO DO SUL,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,TABAI,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,XANGRI-LÁ,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,XANGRI-LÁ,CENTRO ,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,PELOTAS,CENTRO,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANTIAGO,GASPAR DUTRA,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,PALMEIRA DAS MISSOES,OURO VERDE,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,CAXIAS DO SUL,PIO X,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,SANTA MARIA,CENTRO (BONFIM),1041.67,299.0
Banco de Dados,AO VIVO,NOITE,URUGUAIANA,SANTANA,1041.67,299.0
Banco de Dados,AO VIVO,NOITE,TAQUARI,SANTO ANTÔNIO,1041.67,299.0
Artes Visuais,TOTAL EAD,VIRTUAL,PORTO ALEGRE,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PORTO ALEGRE,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PORTO ALEGRE,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,SAO JOSE DO NORTE,ALMIRANTE TAMANDARE,419.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PORTO ALEGRE,JARDIM LINDOIA,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PORTO ALEGRE,JARDIM LINDOIA,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PORTO ALEGRE,JARDIM LINDOIA,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,GRAVATAÍ,VILA PROVÍNCIA,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,GRAVATAÍ,VILA PROVÍNCIA,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,GRAVATAÍ,VILA PROVÍNCIA,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PORTO ALEGRE,AZENHA,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PORTO ALEGRE,AZENHA,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PORTO ALEGRE,AZENHA,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ALVORADA,BELA VISTA,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ALVORADA,BELA VISTA,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ALVORADA,BELA VISTA,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ESTANCIA VELHA,BELA VISTA,444.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ESTANCIA VELHA,BELA VISTA,444.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ESTANCIA VELHA,BELA VISTA,444.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,TEUTONIA,CANABARRO,402.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,TEUTONIA,CANABARRO,402.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,TEUTONIA,CANABARRO,402.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PORTO ALEGRE,CAVALHADA,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PORTO ALEGRE,CAVALHADA,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PORTO ALEGRE,CAVALHADA,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,BAGÉ,CENTRO,394.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,BAGÉ,CENTRO,394.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,BAGÉ,CENTRO,394.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,BENTO GONÇALVES,CENTRO,438.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,BENTO GONÇALVES,CENTRO,438.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,BENTO GONÇALVES,CENTRO,438.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,BOQUEIRAO DO LEAO,CENTRO,403.0,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,BOQUEIRAO DO LEAO,CENTRO,403.0,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,BOQUEIRAO DO LEAO,CENTRO,403.0,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CAMAQUA,CENTRO,409.83,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CAMAQUA,CENTRO,409.83,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CAMAQUA,CENTRO,409.83,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CAMPINAS DO SUL,CENTRO,403.0,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CAMPINAS DO SUL,CENTRO,403.0,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CAMPINAS DO SUL,CENTRO,403.0,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CANELA,CENTRO,430.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CANELA,CENTRO,430.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CANELA,CENTRO,430.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CANOAS,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CANOAS,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CANOAS,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CARAZINHO,CENTRO,389.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CARAZINHO,CENTRO,389.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CARAZINHO,CENTRO,389.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CARLOS BARBOSA,CENTRO,402.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CARLOS BARBOSA,CENTRO,402.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CARLOS BARBOSA,CENTRO,402.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CAXIAS DO SUL,CENTRO,385.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CAXIAS DO SUL,CENTRO,385.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CAXIAS DO SUL,CENTRO,385.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CACAPAVA DO SUL,CENTRO,389.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CACAPAVA DO SUL,CENTRO,389.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CACAPAVA DO SUL,CENTRO,389.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CHARQUEADAS,CENTRO,430.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CHARQUEADAS,CENTRO,430.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CHARQUEADAS,CENTRO,430.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CIDREIRA,CENTRO,403.0,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CIDREIRA,CENTRO,403.0,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CIDREIRA,CENTRO,403.0,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CRUZ ALTA,CENTRO,426.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CRUZ ALTA,CENTRO,426.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,CRUZ ALTA,CENTRO,426.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ELDORADO DO SUL,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ELDORADO DO SUL,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ELDORADO DO SUL,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ENTRE-IJUIS,CENTRO,419.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ENTRE-IJUIS,CENTRO,419.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ENTRE-IJUIS,CENTRO,419.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ESTACAO,CENTRO,403.0,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ESTACAO,CENTRO,403.0,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ESTACAO,CENTRO,403.0,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ESTEIO,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ESTEIO,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ESTEIO,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,FARROUPILHA,CENTRO,393.83,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,FARROUPILHA,CENTRO,393.83,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,FARROUPILHA,CENTRO,393.83,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,FREDERICO WESTPHALEN,CENTRO,380.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,FREDERICO WESTPHALEN,CENTRO,380.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,FREDERICO WESTPHALEN,CENTRO,380.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,GRAVATAÍ,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,GRAVATAÍ,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,GRAVATAÍ,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,GUAIBA,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,GUAIBA,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,GUAIBA,CENTRO,454.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,IGREJINHA,CENTRO,444.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,IGREJINHA,CENTRO,444.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,IGREJINHA,CENTRO,444.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,IJUI,CENTRO,390.5,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,IJUI,CENTRO,390.5,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,IJUI,CENTRO,390.5,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ITAQUI,CENTRO,419.58,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ITAQUI,CENTRO,419.58,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,ITAQUI,CENTRO,419.58,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,LAGOA VERMELHA,CENTRO,389.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,LAGOA VERMELHA,CENTRO,389.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,LAGOA VERMELHA,CENTRO,389.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,LAJEADO,CENTRO,391.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,LAJEADO,CENTRO,391.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,LAJEADO,CENTRO,391.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,LAVRAS DO SUL,CENTRO,402.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,LAVRAS DO SUL,CENTRO,402.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,LAVRAS DO SUL,CENTRO,402.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,MARAU,CENTRO,419.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,MOSTARDAS,CENTRO,390.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,MOSTARDAS,CENTRO,390.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,MOSTARDAS,CENTRO,390.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,NOVA PRATA,CENTRO,392.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,NOVA PRATA,CENTRO,392.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,NOVA PRATA,CENTRO,392.17,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,OSORIO,CENTRO,419.58,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,OSORIO,CENTRO,419.58,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,OSORIO,CENTRO,419.58,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PANAMBI,CENTRO,419.58,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PANAMBI,CENTRO,419.58,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PANAMBI,CENTRO,419.58,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PAROBE,CENTRO,444.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PAROBE,CENTRO,444.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PAROBE,CENTRO,444.67,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PASSO FUNDO,CENTRO,380.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PASSO FUNDO,CENTRO,380.33,139.0
Artes Visuais,TOTAL EAD,VIRTUAL,PASSO FUNDO,CENTRO,380.33,139.0
